country,gender,salary_midpoint,employment_status
Sweden,Male,85000,Employed full-time
Sweden,Male,15000,Employed full-time
Sweden,Male,,
Sweden,Male,35000,Employed full-time
Sweden,Other,35000,Employed part-time
Sweden,Male,5000,I'm a student
Sweden,Male,65000,Employed full-time
Sweden,Male,,I'm a student
Sweden,Male,,Employed full-time
Sweden,Male,35000,Employed full-time
Sweden,Male,5000,I'm a student
Sweden,Male,15000,I'm a student
Sweden,Male,55000,Employed full-time
Sweden,Male,115000,Freelance / Contractor
Sweden,Male,75000,Employed full-time
Sweden,Male,95000,Employed full-time
Sweden,Male,45000,Freelance / Contractor
Sweden,Male,55000,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Female,,Employed full-time
Sweden,Male,35000,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Male,,Employed part-time
Sweden,Male,95000,Employed full-time
Sweden,Male,35000,Self-employed
Sweden,Male,65000,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Male,55000,
Sweden,Female,35000,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Male,210000,Employed part-time
Sweden,Male,65000,Employed full-time
Sweden,Male,35000,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Male,75000,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,75000,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Male,45000,Freelance / Contractor
Sweden,Male,,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,5000,I'm a student
Sweden,Male,,I'm a student
Sweden,Male,5000,Self-employed
Sweden,Male,65000,Employed full-time
Sweden,Male,,I'm a student
Sweden,Male,5000,I'm a student
Sweden,Male,75000,Employed full-time
Sweden,Male,45000,Other (please specify)
Sweden,Male,5000,I'm a student
Sweden,Prefer not to disclose,35000,Freelance / Contractor
Sweden,Male,35000,Employed full-time
Sweden,Male,35000,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,75000,Employed full-time
Sweden,Male,55000,Other (please specify)
Sweden,Male,55000,Employed full-time
Sweden,Male,5000,I'm a student
Sweden,Prefer not to disclose,35000,I'm a student
Sweden,Male,15000,Employed part-time
Sweden,Male,45000,Freelance / Contractor
Sweden,Male,5000,I'm a student
Sweden,Male,55000,Employed full-time
Sweden,Female,5000,Employed full-time
Sweden,Male,115000,Employed full-time
Sweden,Male,,I'm a student
Sweden,Male,75000,Employed full-time
Sweden,Male,5000,I'm a student
Sweden,Male,125000,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Female,55000,Employed full-time
Sweden,Male,35000,Employed full-time
Sweden,Male,,I'm a student
Sweden,Prefer not to disclose,,Employed full-time
Sweden,Male,5000,I'm a student
Sweden,Male,45000,Employed full-time
Sweden,Male,5000,I'm a student
Sweden,Male,35000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Female,35000,Employed full-time
Sweden,Male,,
Sweden,Male,125000,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,,
Sweden,Male,95000,Employed part-time
Sweden,Prefer not to disclose,,
Sweden,Male,,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,35000,Self-employed
Sweden,Male,65000,Self-employed
Sweden,Male,105000,Employed full-time
Sweden,Female,45000,Employed full-time
Sweden,Male,,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,,
Sweden,Female,,
Sweden,Male,25000,Employed full-time
Sweden,Male,,I'm a student
Sweden,Male,65000,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Male,,I'm a student
Sweden,Male,,
Sweden,Male,,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,,
Sweden,Male,55000,Employed full-time
Sweden,Female,45000,Employed full-time
Sweden,Male,45000,Freelance / Contractor
Sweden,Male,35000,Employed full-time
Sweden,Male,75000,Employed full-time
Sweden,Male,35000,Employed full-time
Sweden,Male,,Employed full-time
Sweden,Male,,I'm a student
Sweden,Male,45000,Employed full-time
Sweden,Male,,I'm a student
Sweden,Male,25000,Employed part-time
Sweden,Male,,
Sweden,Male,55000,Employed full-time
Sweden,Male,75000,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Male,75000,Employed full-time
Sweden,Male,65000,Other (please specify)
Sweden,Male,5000,Employed full-time
Sweden,Female,,Employed full-time
Sweden,Male,,Unemployed
Sweden,Male,35000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,35000,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,,Self-employed
Sweden,Male,35000,Employed full-time
Sweden,Male,,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Male,,
Sweden,Male,65000,Employed full-time
Sweden,Male,,
Sweden,Male,,
Sweden,Male,45000,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,35000,Employed full-time
Sweden,Female,45000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Prefer not to disclose,75000,Employed full-time
Sweden,Male,,
Sweden,Male,75000,Employed full-time
Sweden,Female,,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Male,,
Sweden,Male,35000,Employed full-time
Sweden,Male,,
Sweden,Male,210000,Employed full-time
Sweden,Female,,Unemployed
Sweden,Male,,Employed full-time
Sweden,Male,,
Sweden,Male,45000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,145000,Self-employed
Sweden,Male,75000,Employed full-time
Sweden,Male,35000,Self-employed
Sweden,Male,55000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,65000,Freelance / Contractor
Sweden,Male,45000,Employed full-time
Sweden,Male,35000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,75000,Employed full-time
Sweden,Male,,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,35000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,35000,Employed full-time
Sweden,Male,35000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,,Employed full-time
Sweden,Male,,
Sweden,Male,155000,Freelance / Contractor
Sweden,Male,75000,Employed full-time
Sweden,Female,45000,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,35000,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Male,,
Sweden,Male,,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,35000,Employed full-time
Sweden,Male,35000,Employed full-time
Sweden,Male,,
Sweden,Male,85000,Self-employed
Sweden,Male,55000,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,,I'm a student
Sweden,Male,45000,Employed full-time
Sweden,Male,,Employed full-time
Sweden,Prefer not to disclose,35000,Employed full-time
Sweden,Male,,I'm a student
Sweden,Male,,I'm a student
Sweden,Male,45000,Employed full-time
Sweden,Male,5000,Self-employed
Sweden,Male,15000,I'm a student
Sweden,Male,75000,Freelance / Contractor
Sweden,Male,35000,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Female,65000,Employed full-time
Sweden,Male,5000,I'm a student
Sweden,Male,45000,Employed full-time
Sweden,Male,5000,I'm a student
Sweden,Male,55000,Employed full-time
Sweden,Female,55000,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,,Employed full-time
Sweden,Male,35000,Employed full-time
Sweden,Male,,Employed full-time
Sweden,Male,85000,Employed full-time
Sweden,Male,115000,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Female,45000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,,Employed full-time
Sweden,Male,5000,I'm a student
Sweden,Male,,
Sweden,Male,75000,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,85000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,45000,Self-employed
Sweden,Male,65000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,35000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,,
Sweden,Male,55000,Employed full-time
Sweden,Prefer not to disclose,75000,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Male,35000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,35000,Employed full-time
Sweden,Male,,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,5000,I'm a student
Sweden,Male,35000,Employed full-time
Sweden,Male,,I'm a student
Sweden,Male,45000,Other (please specify)
Sweden,Male,75000,Employed full-time
Sweden,Male,45000,I'm a student
Sweden,Male,45000,Self-employed
Sweden,Male,65000,Employed full-time
Sweden,Male,45000,Freelance / Contractor
Sweden,Male,145000,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Male,,Self-employed
Sweden,Male,45000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,75000,Employed full-time
Sweden,Male,95000,Employed full-time
Sweden,Male,,I'm a student
Sweden,Male,65000,Employed full-time
Sweden,Male,85000,Employed full-time
Sweden,Male,,I'm a student
Sweden,Male,5000,I'm a student
Sweden,Male,65000,Employed full-time
Sweden,Male,,Freelance / Contractor
Sweden,Male,,
Sweden,Male,35000,Employed full-time
Sweden,Female,45000,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Male,,I'm a student
Sweden,Male,5000,Self-employed
Sweden,Male,,Self-employed
Sweden,Male,95000,Employed full-time
Sweden,Male,85000,Employed full-time
Sweden,Male,75000,Employed full-time
Sweden,Male,55000,Employed full-time
Sweden,Male,45000,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,,
Sweden,Male,45000,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,75000,Employed full-time
Sweden,Male,85000,Employed full-time
Sweden,Male,85000,Employed full-time
Sweden,Male,35000,Employed full-time
Sweden,Male,65000,Employed full-time
Sweden,Male,75000,Employed full-time
Sweden,Male,,Employed full-time
Sweden,Male,,
Sweden,Male,75000,Employed full-time
Sweden,Other,5000,Self-employed
Sweden,Male,85000,Employed full-time
Sweden,Male,,I'm a student
Sweden,Male,,I'm a student
Sweden,Male,35000,Employed full-time
Switzerland,Male,95000,Employed full-time
Switzerland,Male,125000,Employed full-time
Switzerland,Male,,Employed full-time
Switzerland,Male,,Employed full-time
Switzerland,Male,,
Switzerland,Male,,I'm a student
Switzerland,Male,85000,Self-employed
Switzerland,Male,75000,Employed full-time
Switzerland,Male,,
Switzerland,Male,,
Switzerland,Male,95000,Employed full-time
Switzerland,Male,35000,I'm a student
Switzerland,Male,145000,Employed full-time
Switzerland,Female,75000,Employed full-time
Switzerland,Male,,
Switzerland,Female,,
Switzerland,Male,,Employed full-time
Switzerland,Female,105000,Employed part-time
Switzerland,Male,,Employed full-time
Switzerland,Male,,Other (please specify)
Switzerland,Male,,Employed full-time
Switzerland,Male,95000,Employed full-time
Switzerland,Male,105000,Employed full-time
Switzerland,Male,,Employed full-time
Switzerland,Prefer not to disclose,25000,Employed part-time
Switzerland,Male,5000,Retired
Switzerland,Male,105000,Employed full-time
Switzerland,Male,15000,Employed part-time
Switzerland,Male,115000,Employed full-time
Switzerland,Male,25000,Other (please specify)
Switzerland,Male,95000,Employed full-time
Switzerland,Male,,Employed full-time
Switzerland,Male,55000,Employed part-time
Switzerland,Male,105000,Employed full-time
Switzerland,Male,25000,Employed full-time
Switzerland,Male,5000,Prefer not to disclose
Switzerland,Female,75000,Employed full-time
Switzerland,Male,15000,I'm a student
Switzerland,Male,105000,Employed full-time
Switzerland,Male,,Employed full-time
Switzerland,Other,85000,Employed full-time
Switzerland,Female,55000,Employed full-time
Switzerland,Male,105000,Employed full-time
Switzerland,Female,55000,Employed full-time
Switzerland,Female,65000,Employed full-time
Switzerland,Male,65000,Employed full-time
Switzerland,Male,115000,Employed full-time
Switzerland,,85000,Employed full-time
Switzerland,Male,75000,Employed full-time
Switzerland,Male,75000,I'm a student
Switzerland,Male,85000,Employed part-time
Switzerland,Male,175000,Employed full-time
Switzerland,Prefer not to disclose,45000,Freelance / Contractor
Switzerland,Male,115000,Employed full-time
Switzerland,Male,5000,I'm a student
Switzerland,Male,115000,Employed part-time
Switzerland,Male,105000,Employed full-time
Switzerland,Male,,
Switzerland,Male,85000,Employed full-time
Switzerland,Male,45000,Employed full-time
Switzerland,Male,,Employed full-time
Switzerland,Male,75000,Self-employed
Switzerland,Male,210000,Employed full-time
Switzerland,Male,5000,I'm a student
Switzerland,Male,5000,I'm a student
Switzerland,Male,,Employed full-time
Switzerland,Male,105000,Employed full-time
Switzerland,Male,125000,Freelance / Contractor
Switzerland,Male,55000,Unemployed
Switzerland,Male,95000,Employed full-time
Switzerland,Male,,I'm a student
Switzerland,Male,105000,Employed full-time
Switzerland,Male,75000,Employed full-time
Switzerland,Female,5000,I'm a student
Switzerland,Male,75000,Employed full-time
Switzerland,Male,,
Switzerland,Male,105000,Employed full-time
Switzerland,Prefer not to disclose,,
Switzerland,Male,105000,Employed full-time
Switzerland,Male,85000,Employed full-time
Switzerland,Male,65000,Employed full-time
Switzerland,Male,125000,Employed full-time
Switzerland,Male,85000,Employed part-time
Switzerland,Prefer not to disclose,,Employed full-time
Switzerland,Male,5000,I'm a student
Switzerland,Male,,
Switzerland,Male,5000,Employed part-time
Switzerland,Male,65000,Employed full-time
Switzerland,Male,115000,Employed full-time
Switzerland,Male,,Employed full-time
Switzerland,Male,,Unemployed
Switzerland,Male,5000,I'm a student
Switzerland,Male,195000,Freelance / Contractor
Switzerland,Male,,I'm a student
Switzerland,Prefer not to disclose,,Retired
Switzerland,Male,105000,Employed full-time
Switzerland,Male,45000,Employed full-time
Switzerland,Male,,Prefer not to disclose
Switzerland,Male,25000,Freelance / Contractor
Switzerland,Male,115000,Employed full-time
Switzerland,Male,55000,Employed part-time
Switzerland,Male,95000,Employed full-time
Switzerland,Male,105000,Self-employed
Switzerland,Male,5000,I'm a student
Switzerland,Male,210000,Employed full-time
Switzerland,Male,,I'm a student
Switzerland,Prefer not to disclose,55000,Employed full-time
Switzerland,Male,5000,I'm a student
Switzerland,Male,,Employed full-time
Switzerland,Male,105000,Employed full-time
Switzerland,Male,125000,Employed full-time
Switzerland,Male,65000,Employed part-time
Switzerland,Male,,
Switzerland,Male,,Employed full-time
Switzerland,Male,145000,Employed part-time
Switzerland,Male,175000,Employed full-time
Switzerland,Male,,
Switzerland,Male,,
Switzerland,Male,75000,Employed full-time
Switzerland,Male,,Employed part-time
Switzerland,Male,25000,Employed full-time
Switzerland,Male,135000,Employed full-time
Switzerland,Male,105000,Employed full-time
Switzerland,Male,85000,Employed full-time
Switzerland,Male,115000,Employed full-time
Switzerland,Male,,
Switzerland,Male,105000,Employed full-time
Switzerland,Male,55000,Employed full-time
Switzerland,Male,125000,Employed full-time
Switzerland,Male,75000,Employed full-time
Switzerland,Male,85000,Employed full-time
Switzerland,Male,,I'm a student
Switzerland,Male,105000,Employed full-time
Switzerland,Male,95000,Employed full-time
Switzerland,Male,15000,Employed full-time
Switzerland,Prefer not to disclose,95000,Employed full-time
Switzerland,Male,,Freelance / Contractor
Switzerland,Male,135000,Employed full-time
Switzerland,Male,,I'm a student
Switzerland,Male,145000,Employed full-time
Switzerland,Male,95000,Employed full-time
Switzerland,Male,155000,Employed full-time
Switzerland,Male,25000,Freelance / Contractor
Switzerland,Male,95000,Employed full-time
Switzerland,Male,,I'm a student
Switzerland,Male,75000,Employed full-time
Switzerland,Male,,Other (please specify)
Switzerland,Male,105000,Employed full-time
Switzerland,Male,,I'm a student
Switzerland,Male,15000,I'm a student
Switzerland,Male,,I'm a student
Switzerland,Male,105000,Employed full-time
Switzerland,Male,25000,I'm a student
Switzerland,Male,15000,I'm a student
Switzerland,Male,35000,Employed part-time
Switzerland,Female,85000,Employed full-time
Switzerland,Male,,
Switzerland,Male,95000,Employed full-time
Switzerland,Male,15000,Other (please specify)
Switzerland,Male,125000,Employed full-time
Switzerland,Male,35000,Employed part-time
Switzerland,Male,105000,Employed full-time
Switzerland,Male,85000,Employed full-time
Switzerland,Male,105000,Employed full-time
Switzerland,Male,95000,Employed full-time
Switzerland,Male,125000,Employed full-time
Switzerland,Male,,I'm a student
Switzerland,Male,15000,Employed part-time
Switzerland,Male,145000,Employed full-time
Switzerland,Male,95000,Employed full-time
Switzerland,Male,35000,Employed full-time
Switzerland,Male,165000,Self-employed
Switzerland,Male,55000,Employed part-time
Switzerland,Male,105000,Self-employed
Switzerland,Male,85000,Employed full-time
Switzerland,Male,75000,Employed full-time
Switzerland,Male,125000,Employed full-time
Switzerland,Male,115000,Employed full-time
Switzerland,Male,115000,Employed full-time
Switzerland,Male,105000,Employed full-time
Switzerland,Male,85000,Employed full-time
Switzerland,Male,95000,Employed part-time
Switzerland,Male,135000,Employed full-time
Switzerland,Male,115000,Employed full-time
Switzerland,Male,185000,Employed full-time
Switzerland,Male,85000,Employed full-time
Switzerland,Male,135000,Employed full-time
Switzerland,Male,105000,I'm a student
Switzerland,Male,95000,Employed full-time
Switzerland,Male,,
Switzerland,Male,95000,Employed full-time
Switzerland,Male,85000,Employed full-time
Switzerland,Male,105000,Employed full-time
Switzerland,Male,,
Switzerland,Male,25000,Employed part-time
Switzerland,Male,,Employed full-time
Switzerland,Male,115000,Employed full-time
Switzerland,Male,,
Switzerland,Male,115000,Employed full-time
Switzerland,Male,95000,Employed full-time
Switzerland,Male,95000,Employed part-time
Switzerland,Male,95000,Employed full-time
Switzerland,Male,,Employed part-time
Switzerland,Male,105000,Employed full-time
Switzerland,Male,75000,Employed part-time
Switzerland,Male,45000,Employed full-time
Switzerland,Male,95000,Employed full-time
Switzerland,Male,55000,Employed full-time
Switzerland,Male,125000,Employed full-time
Switzerland,Male,115000,Employed full-time
Switzerland,Male,210000,Employed full-time
Switzerland,Male,105000,Employed full-time
Switzerland,Male,85000,Employed full-time
Switzerland,Male,,
Switzerland,Male,,
Switzerland,Male,,Employed full-time
Switzerland,Female,,
Switzerland,Male,85000,Employed full-time
Switzerland,Male,75000,Unemployed
Switzerland,Male,105000,Employed full-time
Switzerland,Male,115000,Employed full-time
Switzerland,Male,,Employed full-time
Switzerland,Male,105000,Employed full-time
Switzerland,Male,,
Switzerland,Male,,Unemployed
Switzerland,Male,115000,Employed full-time
Switzerland,Male,105000,Employed full-time
Switzerland,Male,115000,Employed full-time
Switzerland,Male,115000,Employed full-time
Switzerland,Male,65000,Employed part-time
Switzerland,Male,95000,Employed full-time
Switzerland,Female,85000,Employed full-time
Switzerland,Male,105000,Employed part-time
Switzerland,Male,15000,I'm a student
Switzerland,Male,,Employed full-time
Switzerland,Male,85000,Employed full-time
Switzerland,Male,15000,Employed full-time
Switzerland,Male,85000,Employed full-time
Switzerland,Male,155000,Self-employed
Switzerland,Male,135000,Employed full-time
Switzerland,Male,75000,Employed full-time
Switzerland,Male,95000,Employed full-time
Switzerland,Male,75000,Employed full-time
Switzerland,Male,,Employed full-time
Switzerland,Male,115000,Freelance / Contractor
Switzerland,Male,105000,Employed full-time
Switzerland,Male,95000,Employed part-time
Switzerland,Male,,
Switzerland,Male,,
Switzerland,Male,210000,Employed full-time
Switzerland,Male,210000,Employed full-time
Switzerland,Male,45000,Employed part-time
Switzerland,Male,65000,Other (please specify)
Switzerland,Male,165000,Employed part-time
Switzerland,Male,105000,Employed full-time
Switzerland,Male,15000,Employed full-time
Switzerland,Male,15000,Other (please specify)
Switzerland,Male,125000,Employed full-time
Switzerland,Male,115000,Employed full-time
Switzerland,Male,,Employed full-time
Switzerland,Male,,Employed full-time
Switzerland,Female,95000,Employed part-time
Switzerland,Male,,Employed full-time
Switzerland,Female,85000,Employed full-time
Switzerland,Male,210000,Employed full-time
Switzerland,Male,15000,I'm a student
Switzerland,Male,95000,Employed full-time
Switzerland,Female,155000,Employed full-time
Switzerland,Male,35000,Self-employed
Switzerland,Male,,Freelance / Contractor
Switzerland,Male,95000,Employed full-time
Switzerland,Male,105000,Employed full-time
Switzerland,Male,125000,Employed full-time
Switzerland,Male,85000,Employed full-time
Switzerland,Male,95000,Employed full-time
Switzerland,Male,95000,Employed full-time
Switzerland,Male,95000,Employed full-time
Switzerland,Male,75000,Employed full-time
Switzerland,Male,85000,Employed part-time
Switzerland,Male,5000,Freelance / Contractor
Switzerland,Male,15000,Other (please specify)
Switzerland,Male,55000,Employed full-time
Switzerland,Male,115000,Employed full-time
Switzerland,Male,95000,Freelance / Contractor
Switzerland,Male,115000,Employed part-time
Switzerland,Male,95000,Employed full-time
Switzerland,Male,,
Switzerland,Male,25000,Retired
Switzerland,Prefer not to disclose,115000,Employed full-time
Switzerland,Male,125000,Freelance / Contractor
Switzerland,Male,105000,Employed full-time
Switzerland,Male,175000,Employed full-time
Switzerland,Male,,I'm a student
Switzerland,Male,,Employed full-time
Switzerland,Male,55000,Employed full-time
Switzerland,Male,65000,Employed full-time
Switzerland,Male,155000,Freelance / Contractor
Switzerland,Male,15000,I'm a student
Switzerland,Male,125000,Employed full-time
Switzerland,Male,,
Switzerland,Male,55000,Freelance / Contractor
Switzerland,Male,65000,Employed full-time
Switzerland,Male,75000,Employed part-time
Switzerland,Prefer not to disclose,85000,Employed full-time
Switzerland,Male,,
Switzerland,Male,5000,Other (please specify)
Switzerland,Male,115000,Employed full-time
Switzerland,Male,65000,Employed full-time
Switzerland,Male,55000,I'm a student
Switzerland,Male,125000,Self-employed
Switzerland,Male,75000,Employed full-time
Switzerland,Male,145000,Employed full-time
Switzerland,Male,,Other (please specify)
Switzerland,Male,,Employed part-time
Switzerland,Female,65000,Employed full-time
Switzerland,Male,95000,Employed part-time
Switzerland,Male,65000,Employed full-time
Switzerland,Male,95000,Employed full-time
Switzerland,Male,15000,Employed full-time
Switzerland,Male,15000,Employed full-time
Switzerland,Male,15000,Employed part-time
Switzerland,Male,,Employed full-time
Switzerland,Male,65000,Self-employed
Switzerland,Male,65000,Employed full-time
Switzerland,Male,105000,Employed full-time
Switzerland,Male,115000,Employed full-time
Switzerland,Male,,
Switzerland,Male,145000,Freelance / Contractor
Switzerland,Male,75000,Employed full-time
Switzerland,Male,95000,Self-employed
Switzerland,Male,65000,Employed full-time
Switzerland,Male,115000,Employed full-time
Switzerland,Male,,Employed part-time
Switzerland,Male,,I'm a student
Syria,Prefer not to disclose,5000,Freelance / Contractor
Syria,Other,210000,Employed part-time
Syria,,,
Syria,Other,210000,Other (please specify)
Taiwan,Male,25000,Employed full-time
Taiwan,Male,65000,Employed full-time
Taiwan,Male,25000,Employed full-time
Taiwan,Male,35000,Employed full-time
Taiwan,Female,15000,Employed full-time
Taiwan,Female,25000,Employed full-time
Taiwan,Male,35000,Employed full-time
Taiwan,Male,35000,Employed full-time
Taiwan,Male,25000,Employed full-time
Taiwan,Male,35000,Employed full-time
Taiwan,Male,,I'm a student
Taiwan,Male,45000,Employed full-time
Taiwan,Male,,
Taiwan,Female,25000,Employed full-time
Taiwan,Male,,Employed full-time
Taiwan,Male,35000,Employed full-time
Taiwan,Male,55000,Employed full-time
Taiwan,Male,15000,Unemployed
Taiwan,Male,5000,Employed part-time
Taiwan,Male,25000,Employed full-time
Taiwan,Male,25000,Employed full-time
Taiwan,Male,25000,Employed full-time
Taiwan,Male,25000,Employed part-time
Taiwan,Male,,
Taiwan,Female,25000,Employed full-time
Taiwan,Female,105000,Employed full-time
Taiwan,Male,155000,Employed full-time
Taiwan,Male,75000,Employed full-time
Taiwan,Male,25000,Employed full-time
Taiwan,Male,25000,Employed full-time
Taiwan,Male,35000,Employed full-time
Taiwan,Male,25000,Employed full-time
Tajikistan,Male,5000,Employed full-time
Tanzania,Male,5000,I'm a student
Tanzania,Male,65000,Freelance / Contractor
Tanzania,Male,15000,Freelance / Contractor
Tanzania,Male,45000,Freelance / Contractor
Thailand,Male,,
Thailand,Male,,Employed full-time
Thailand,Male,15000,Employed full-time
Thailand,Male,105000,Self-employed
Thailand,Male,35000,Employed full-time
Thailand,Male,5000,Employed full-time
Thailand,Male,25000,Employed full-time
Thailand,Male,15000,Employed full-time
Thailand,Male,5000,Employed full-time
Thailand,Male,45000,Employed full-time
Thailand,Male,35000,Self-employed
Thailand,Male,15000,Employed full-time
Thailand,Male,25000,Employed full-time
Thailand,Male,25000,Self-employed
Thailand,Male,25000,Unemployed
Thailand,Male,15000,Employed full-time
Thailand,Male,5000,I'm a student
Thailand,Male,95000,Self-employed
Thailand,Male,,
Thailand,Male,,
Thailand,Male,25000,Employed full-time
Thailand,Male,25000,Employed full-time
Thailand,Male,5000,Freelance / Contractor
Thailand,Prefer not to disclose,5000,Employed full-time
Thailand,Male,25000,Employed full-time
Thailand,Male,,Employed full-time
Thailand,Male,65000,Employed full-time
Thailand,Male,15000,Employed full-time
Thailand,Male,145000,Employed full-time
Thailand,Male,15000,Employed full-time
Thailand,Male,,Self-employed
Thailand,Male,25000,Employed full-time
Thailand,Male,105000,Freelance / Contractor
Thailand,Male,,Employed full-time
Trinidad & Tobago,Male,15000,Prefer not to disclose
Trinidad & Tobago,Male,5000,Employed full-time
Trinidad & Tobago,Male,125000,Employed full-time
Trinidad & Tobago,Male,15000,Self-employed
Trinidad & Tobago,Male,5000,Unemployed
Trinidad & Tobago,Male,15000,Freelance / Contractor
Trinidad & Tobago,Male,,Freelance / Contractor
Trinidad & Tobago,Male,15000,Employed full-time
Trinidad & Tobago,Male,95000,Freelance / Contractor
Tunisia,Male,5000,Employed full-time
Tunisia,Female,5000,Employed full-time
Tunisia,Male,5000,Employed full-time
Tunisia,Male,15000,Employed full-time
Tunisia,Female,5000,Employed full-time
Tunisia,Male,15000,Employed part-time
Tunisia,Male,5000,Freelance / Contractor
Tunisia,Male,15000,Employed full-time
Tunisia,Male,5000,I'm a student
Tunisia,Male,5000,Unemployed
Tunisia,Male,5000,Employed full-time
Tunisia,Female,5000,I'm a student
Tunisia,Male,5000,Employed full-time
Tunisia,Male,5000,Employed full-time
Tunisia,Male,5000,Unemployed
Tunisia,Male,,I'm a student
Tunisia,Male,25000,Employed full-time
Tunisia,Male,,Employed full-time
Tunisia,Male,15000,Employed full-time
Tunisia,Male,,I'm a student
Tunisia,Male,5000,I'm a student
Turkey,Male,,
Turkey,Male,,
Turkey,Male,55000,Employed full-time
Turkey,Male,,
Turkey,Male,35000,Freelance / Contractor
Turkey,Male,15000,Employed full-time
Turkey,Male,35000,Employed full-time
Turkey,Male,95000,Freelance / Contractor
Turkey,Male,25000,Employed full-time
Turkey,Male,45000,Freelance / Contractor
Turkey,Male,35000,Employed full-time
Turkey,Male,25000,Employed full-time
Turkey,Male,25000,Employed full-time
Turkey,Male,55000,Employed full-time
Turkey,Male,35000,Employed full-time
Turkey,Male,5000,Employed full-time
Turkey,Male,5000,Employed full-time
Turkey,Male,5000,Employed full-time
Turkey,Male,35000,Employed full-time
Turkey,Male,5000,Employed full-time
Turkey,Male,15000,Employed part-time
Turkey,Male,35000,Employed full-time
Turkey,Male,5000,I'm a student
