Country,Gender,Compensation: midpoint,Employment Status
India,Male,30000,Employed full-time
India,Male,10000,Employed full-time
Iran,Female,,Employed part-time
Iran,Male,10000,Employed full-time
Iran,Male,30000,Employed full-time
Iran,Male,Rather not say,Employed part-time
Ireland {Republic},Male,90000,Employed full-time
Ireland {Republic},Male,70000,Employed full-time
Ireland {Republic},Female,50000,Employed full-time
Israel,Male,,Freelance / Contractor
Israel,Male,110000,Employed full-time
Israel,Male,Rather not say,Employed full-time
Israel,Male,50000,Employed full-time
Italy,Male,50000,Employed full-time
Italy,Male,Rather not say,Freelance / Contractor
Italy,Male,30000,Employed full-time
Italy,Male,30000,Employed full-time
Italy,Male,10000,Freelance / Contractor
Italy,Male,70000,Freelance / Contractor
Italy,Male,30000,Employed full-time
Italy,Male,10000,Employed full-time
Italy,Male,30000,Freelance / Contractor
Italy,Male,30000,Employed full-time
Italy,Male,Rather not say,Employed full-time
Italy,Male,50000,Employed full-time
Latvia,Male,,Employed full-time
Latvia,Male,30000,Employed full-time
Lithuania,Male,30000,Employed full-time
Lithuania,Male,10000,Employed full-time
Malaysia,Male,30000,Employed full-time
Malaysia,Male,10000,Employed full-time
Malta,Male,30000,Employed full-time
Mexico,Male,10000,Employed full-time
Mexico,Male,50000,Employed full-time
Netherlands,Male,,Employed full-time
Netherlands,Male,90000,Employed full-time
Netherlands,Male,30000,Employed part-time
Netherlands,Male,Rather not say,Other
Netherlands,Male,50000,Employed full-time
Netherlands,Male,70000,Employed full-time
Netherlands,Male,50000,Employed full-time
Netherlands,Male,50000,Employed full-time
Netherlands,Male,70000,Employed full-time
Netherlands,Male,70000,Employed full-time
Netherlands,Male,30000,Employed full-time
Netherlands,Male,70000,Employed full-time
Netherlands,Male,10000,Employed full-time
New Zealand,Male,50000,Employed full-time
New Zealand,Male,50000,Employed full-time
New Zealand,Male,,Employed full-time
New Zealand,Male,50000,Employed full-time
New Zealand,Male,50000,Employed full-time
New Zealand,Male,30000,Employed full-time
Norway,Male,90000,Employed full-time
Norway,Male,50000,Employed full-time
Norway,Male,130000,Employed full-time
Pakistan,Male,30000,Employed full-time
Pakistan,Male,Rather not say,Freelance / Contractor
Panama,Male,50000,Employed full-time
Poland,Male,10000,Employed full-time
Poland,Male,30000,Employed full-time
Poland,Male,50000,Employed full-time
Poland,Male,10000,Employed full-time
Poland,Male,30000,Employed full-time
Poland,Male,30000,Employed full-time
Poland,Male,10000,Employed full-time
Poland,Male,10000,Employed part-time
Poland,Male,30000,Employed full-time
Portugal,Female,10000,Employed full-time
Romania,Male,,Employed full-time
Romania,Male,30000,Employed full-time
Russian Federation,Male,170000,Freelance / Contractor
Russian Federation,Male,10000,Employed part-time
Russian Federation,Male,10000,Employed full-time
Singapore,Male,50000,Employed full-time
Slovakia,Male,10000,Freelance / Contractor
South Africa,Male,50000,Employed full-time
South Africa,Male,70000,Freelance / Contractor
South Africa,Male,Rather not say,Employed full-time
South Africa,Male,Rather not say,Freelance / Contractor
South Africa,Male,10000,Employed full-time
South Africa,Male,50000,Employed full-time
Spain,Male,30000,Employed full-time
Spain,Male,30000,Employed full-time
Spain,Male,50000,Employed full-time
Spain,Male,50000,Employed full-time
Spain,Male,170000,Freelance / Contractor
Spain,Male,70000,Employed full-time
Spain,Male,30000,Employed full-time
Spain,Male,30000,Employed full-time
Sweden,Male,50000,Employed full-time
Sweden,Male,30000,Employed part-time
Sweden,Male,70000,Employed full-time
Switzerland,Male,90000,Employed full-time
Switzerland,Male,110000,Employed full-time
Switzerland,Male,Rather not say,Employed full-time
Switzerland,Male,10000,Employed part-time
Taiwan,Male,10000,Employed full-time
Trinidad & Tobago,Female,10000,Employed full-time
Turkey,Male,30000,Employed full-time
Turkey,Male,70000,Freelance / Contractor
Turkey,Male,30000,Employed full-time
Ukraine,Male,10000,Employed full-time
United Arab Emirates,Male,70000,Employed full-time
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,Rather not say,Freelance / Contractor
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,110000,Employed full-time
United Kingdom,Male,Rather not say,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,Rather not say,Employed full-time
United Kingdom,Male,90000,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,Rather not say,Freelance / Contractor
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,110000,Freelance / Contractor
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,70000,Freelance / Contractor
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,150000,Freelance / Contractor
United Kingdom,Male,,Freelance / Contractor
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,110000,Employed full-time
United Kingdom,Male,170000,Freelance / Contractor
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,,Employed full-time
United Kingdom,Male,110000,Freelance / Contractor
United Kingdom,Male,Rather not say,Employed full-time
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,50000,Freelance / Contractor
United Kingdom,Male,Rather not say,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,70000,Other
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,110000,Employed full-time
United Kingdom,Female,Rather not say,Employed full-time
United Kingdom,Male,10000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,Rather not say,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,70000,Freelance / Contractor
United States,Male,130000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,,Freelance / Contractor
United States,Male,110000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,50000,Employed part-time
United States,Male,90000,Employed full-time
United States,Male,Rather not say,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,,
United States,Other,50000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,50000,Employed full-time
United States,Other,70000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,70000,Freelance / Contractor
United States,Male,90000,Employed full-time
United States,Male,Rather not say,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,30000,Employed full-time
United States,Male,30000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,150000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,70000,Freelance / Contractor
United States,Female,50000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,70000,Freelance / Contractor
United States,Male,90000,Employed full-time
United States,Prefer not to disclose,150000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,30000,Employed full-time
United States,Male,10000,Other
United States,Male,50000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,30000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,130000,Freelance / Contractor
United States,Male,70000,Employed full-time
United States,Male,,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,Unemployed,Freelance / Contractor
United States,Male,90000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,50000,Employed full-time
United States,Female,70000,Employed full-time
United States,Male,Rather not say,Employed full-time
United States,Prefer not to disclose,Rather not say,Employed full-time
United States,Male,70000,Employed full-time
United States,Prefer not to disclose,170000,Employed full-time
United States,Male,150000,Employed full-time
United States,Female,70000,Employed full-time
United States,Male,90000,Freelance / Contractor
United States,Male,90000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,,Freelance / Contractor
United States,Male,90000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,130000,Freelance / Contractor
United States,Male,70000,Employed full-time
United States,Male,150000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,70000,Employed full-time
N/A,Prefer not to disclose,,Other
N/A,Male,,Freelance / Contractor
Australia,Male,70000,Employed full-time
Australia,Male,Rather not say,Employed full-time
Bahrain,Male,Rather not say,Employed full-time
Belgium,Male,30000,Employed full-time
Bulgaria,Male,,Employed full-time
Canada,Male,110000,Employed full-time
Canada,Male,50000,Employed full-time
Chile,Male,Rather not say,Freelance / Contractor
Czech Republic,Male,10000,Employed full-time
Czech Republic,Male,50000,Freelance / Contractor
Denmark,Male,50000,Employed full-time
Denmark,Male,50000,Employed full-time
Denmark,Male,,Freelance / Contractor
Denmark,Male,50000,Employed full-time
Egypt,Female,,Freelance / Contractor
El Salvador,Male,10000,Employed full-time
Finland,Male,50000,Employed full-time
France,Male,50000,Employed full-time
France,Male,Rather not say,Freelance / Contractor
France,Male,90000,Employed full-time
France,Male,50000,Employed full-time
France,Male,10000,Employed part-time
Germany,Male,110000,Freelance / Contractor
Germany,Male,,Employed full-time
Germany,Male,70000,Employed full-time
Germany,Male,Rather not say,Employed full-time
Germany,Male,Rather not say,Employed full-time
Germany,Male,70000,Employed full-time
Germany,Male,30000,Employed full-time
Germany,Male,50000,Employed full-time
Germany,Prefer not to disclose,Rather not say,Employed full-time
Hungary,Male,30000,Employed full-time
India,Male,30000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Freelance / Contractor
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Female,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
India,Male,10000,Employed full-time
Iran,Male,50000,Employed full-time
Italy,Male,50000,Freelance / Contractor
Italy,Male,30000,Employed full-time
Latvia,Male,10000,Employed full-time
Mexico,Male,30000,Employed full-time
Mexico,Male,30000,Employed full-time
Netherlands,Male,Rather not say,Employed part-time
Norway,Male,30000,Freelance / Contractor
Oman,Male,150000,Employed full-time
Poland,Male,10000,Employed full-time
Poland,Male,30000,Freelance / Contractor
Poland,Male,Rather not say,Employed full-time
Poland,Male,Rather not say,Employed part-time
Poland,Other,30000,Employed full-time
Poland,Male,,Employed full-time
Poland,Male,30000,Employed full-time
Portugal,Male,Rather not say,Employed full-time
Portugal,Male,10000,Employed full-time
Romania,Male,30000,Employed full-time
Russian Federation,Male,Rather not say,Employed full-time
Russian Federation,Male,50000,Employed full-time
Russian Federation,Male,10000,Employed full-time
Russian Federation,Male,10000,Employed full-time
Russian Federation,Male,30000,Employed full-time
Serbia,Male,10000,Freelance / Contractor
Serbia,Male,10000,Employed full-time
Serbia,Male,10000,Employed full-time
Singapore,Male,50000,Employed full-time
South Africa,Male,110000,Employed full-time
South Africa,Male,Rather not say,Employed full-time
South Africa,Male,30000,Employed full-time
Spain,Male,70000,Employed full-time
Spain,Male,10000,Employed full-time
Sweden,Male,90000,Employed full-time
Sweden,Male,30000,Employed full-time
Sweden,Male,70000,Employed full-time
Sweden,Male,10000,Employed full-time
Sweden,Male,50000,Employed full-time
Sweden,Male,50000,Employed full-time
Switzerland,Male,90000,Employed full-time
Taiwan,Male,10000,Employed full-time
Thailand,Male,,Employed full-time
Turkey,Male,30000,Employed full-time
Ukraine,Male,30000,Employed full-time
United Arab Emirates,Male,10000,Employed full-time
United Kingdom,Male,10000,Freelance / Contractor
United Kingdom,Male,130000,Freelance / Contractor
United Kingdom,Male,170000,Employed full-time
United Kingdom,Male,Rather not say,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,90000,Employed full-time
United Kingdom,Male,,Freelance / Contractor
United Kingdom,Male,110000,Employed full-time
United Kingdom,Male,Rather not say,Freelance / Contractor
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,90000,Employed full-time
United Kingdom,Male,,Employed full-time
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,30000,Employed full-time
United Kingdom,Male,110000,Employed full-time
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,70000,Employed full-time
United Kingdom,Male,50000,Employed full-time
United Kingdom,Male,30000,Freelance / Contractor
United Kingdom,Male,10000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,50000,Employed part-time
United States,Male,90000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,30000,Employed full-time
United States,Male,170000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,150000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,130000,Employed full-time
United States,Female,90000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,90000,Employed full-time
United States,Female,110000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,130000,Freelance / Contractor
United States,Male,Rather not say,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,30000,Employed full-time
United States,Male,90000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,110000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,30000,Employed full-time
United States,Male,30000,Employed part-time
United States,Male,170000,Freelance / Contractor
United States,Male,130000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,130000,Employed full-time
United States,Female,70000,Employed full-time
United States,Male,50000,Employed full-time
United States,Male,130000,Employed full-time
United States,Male,70000,Employed full-time
United States,Male,30000,Employed full-time
Vietnam,Male,10000,Employed full-time
N/A,Male,Rather not say,Employed full-time
N/A,Male,Rather not say,Employed full-time
N/A,Female,Rather not say,Employed full-time
N/A,Male,30000,Employed full-time
N/A,,70000,Employed full-time
N/A,Male,30000,Employed full-time
N/A,Male,10000,Employed full-time
N/A,Prefer not to disclose,Rather not say,Employed full-time
N/A,Female,10000,Employed full-time
N/A,Male,30000,Employed full-time
N/A,Male,Rather not say,Employed full-time
N/A,Male,50000,Employed part-time
N/A,Male,,Employed full-time
N/A,Male,10000,Employed full-time
N/A,Male,Rather not say,Employed full-time
Albania,Male,10000,Employed full-time
Algeria,Male,Rather not say,Employed part-time
Algeria,Male,10000,Employed full-time
Argentina,Male,10000,Freelance / Contractor
Argentina,Male,30000,Employed full-time
Argentina,Male,30000,Employed full-time
Argentina,Male,30000,Employed full-time
Argentina,Male,30000,Employed full-time
Argentina,Male,10000,Employed full-time
Argentina,Male,10000,Freelance / Contractor
Argentina,Male,50000,Employed part-time
Argentina,Male,10000,Employed part-time
Argentina,Male,Rather not say,Employed part-time
Argentina,Male,70000,Freelance / Contractor
Armenia,Male,10000,Employed full-time
Armenia,Male,Rather not say,Employed full-time
Armenia,Male,30000,Employed full-time
Armenia,Male,Rather not say,Employed full-time
Australia,Male,Rather not say,Other
Australia,Male,50000,Freelance / Contractor
Australia,Male,50000,Employed part-time
Australia,Male,50000,Employed full-time
Australia,Male,90000,Employed full-time
Australia,Male,110000,Freelance / Contractor
Australia,Male,50000,Employed full-time
Australia,Male,Rather not say,Employed full-time
Australia,Male,70000,Employed full-time
Australia,Male,70000,Employed full-time
Australia,Male,110000,Freelance / Contractor
Australia,Male,130000,Employed full-time
Australia,Male,30000,Employed full-time
Australia,Male,50000,Employed full-time
Australia,Male,50000,Employed full-time
Australia,Male,70000,Employed full-time
Australia,Male,130000,Employed full-time
Australia,Male,,Employed full-time
Australia,Male,130000,Freelance / Contractor
Australia,Male,,Employed full-time
Australia,Male,50000,Freelance / Contractor
Australia,Male,70000,Employed full-time
Australia,Male,90000,Employed full-time
Australia,Male,70000,Freelance / Contractor
Australia,Male,130000,Employed full-time
Australia,Female,90000,Employed full-time
Australia,Male,Rather not say,Employed full-time
Australia,Male,70000,Employed full-time
Austria,Male,,Freelance / Contractor
Austria,Male,50000,Employed full-time
Austria,Male,50000,Employed full-time
Austria,Male,30000,Employed full-time
Austria,Male,30000,Employed full-time
Austria,Male,50000,Employed full-time
Austria,Male,70000,Freelance / Contractor
Austria,Male,50000,Employed full-time
Austria,Male,10000,Employed part-time
Austria,Male,70000,Employed full-time
Austria,Male,30000,Employed part-time
Austria,Male,50000,Employed full-time
Austria,Male,70000,Employed full-time
Austria,Male,50000,Employed full-time
Austria,Male,50000,Employed full-time
Austria,Male,30000,Employed full-time
Austria,Male,50000,Employed full-time
Austria,Male,,Freelance / Contractor
Austria,Male,,Employed part-time
Bangladesh,Male,10000,Freelance / Contractor
Bangladesh,Male,30000,Employed full-time
Bangladesh,Male,30000,Freelance / Contractor
Bangladesh,Male,Rather not say,Employed full-time
Bangladesh,Male,10000,Employed full-time
Belarus,Male,10000,Employed part-time
Belarus,Male,10000,Employed full-time
Belarus,Male,30000,Employed full-time
Belarus,Male,10000,Employed full-time
Belarus,Male,10000,Employed part-time
Belgium,Male,70000,Freelance / Contractor
Belgium,Male,70000,Employed full-time
Belgium,Male,30000,Employed full-time
Belgium,Male,30000,Employed full-time
Belgium,Male,50000,Employed full-time
Belgium,Male,Rather not say,Employed full-time
Belgium,Male,30000,Employed full-time
Belgium,Male,50000,Employed full-time
Belgium,Male,30000,Employed full-time
Bhutan,Male,10000,Employed full-time
Bosnia Herzegovina,Male,30000,Employed full-time
Brazil,Male,Rather not say,Employed full-time
Brazil,Male,Rather not say,Employed full-time
Brazil,Male,30000,Employed part-time
Brazil,Male,50000,Employed full-time
Brazil,Male,10000,Employed full-time
Brazil,Male,30000,Employed full-time
Brazil,Male,30000,Employed full-time
Brazil,Male,30000,Employed full-time
Brazil,Male,10000,Employed full-time
Brazil,Male,170000,Employed full-time
Brazil,Male,50000,Employed full-time
Brazil,Male,10000,Employed full-time
Brazil,Male,30000,Employed full-time
Brazil,Male,Rather not say,Employed full-time
Brazil,Male,10000,Employed full-time
Brazil,Male,10000,Employed full-time
Brazil,Male,170000,Employed full-time
Brazil,Male,30000,Employed full-time
Brazil,Male,10000,Employed full-time
Brazil,Male,10000,Freelance / Contractor
Brazil,Male,30000,Employed full-time
Brazil,Male,10000,Employed full-time
Brazil,Male,30000,Employed full-time
Brazil,Male,10000,Employed full-time
Brazil,Male,10000,Employed full-time
Brazil,Male,30000,Employed full-time
Brazil,Male,10000,Employed part-time
Brazil,Male,30000,Freelance / Contractor
Brazil,Male,30000,Freelance / Contractor
Brazil,Male,30000,Employed full-time
Brazil,Male,50000,Employed full-time
Brazil,Male,30000,Employed full-time
Brazil,Male,10000,Employed full-time
Brazil,Male,Rather not say,Employed full-time
Bulgaria,Male,90000,Freelance / Contractor
Bulgaria,Male,30000,Employed full-time
Bulgaria,Male,10000,Employed part-time
Bulgaria,Male,Rather not say,Employed full-time
Bulgaria,Male,10000,Employed full-time
Bulgaria,Male,10000,Employed full-time
Bulgaria,Male,10000,Employed full-time
Bulgaria,Male,Rather not say,Employed full-time
Cambodia,Male,10000,Employed full-time
Canada,Male,90000,Employed full-time
Canada,Male,70000,Employed part-time
Canada,Male,50000,Employed full-time
Canada,Male,170000,Freelance / Contractor
Canada,Male,50000,Employed full-time
Canada,Male,110000,Employed full-time
Canada,Male,150000,Freelance / Contractor
Canada,Male,30000,Employed full-time
Canada,Male,50000,Employed full-time
Canada,Male,50000,Employed full-time
Canada,Male,30000,Employed part-time
Canada,Male,70000,Freelance / Contractor
Canada,Male,110000,Employed full-time
Canada,Prefer not to disclose,,Employed full-time
Canada,Male,110000,Employed full-time
Canada,Male,70000,Employed full-time
Canada,Male,90000,Employed full-time
Canada,Male,90000,Employed full-time
Canada,Male,90000,Employed full-time
Canada,Male,30000,Employed full-time
Canada,Male,70000,Employed full-time
Canada,Male,170000,Employed full-time
Canada,Male,90000,Employed full-time
Canada,Male,50000,Employed full-time
Canada,Male,130000,Employed full-time
Canada,Male,70000,Employed full-time
Canada,Male,Rather not say,Employed full-time
Canada,Male,90000,Employed part-time
Canada,Male,70000,Employed full-time
Canada,Male,70000,Employed full-time
Canada,Male,50000,Employed full-time
Canada,Male,Rather not say,Employed full-time
Canada,Male,70000,Employed full-time
Canada,Male,70000,Employed full-time
Canada,Male,50000,Employed full-time
Canada,Male,70000,Employed full-time
Canada,Male,70000,Employed full-time
Canada,Male,30000,Other
Canada,Male,90000,Freelance / Contractor
Canada,Male,70000,Employed full-time
Canada,Male,70000,Employed full-time
Canada,Male,110000,Employed full-time
Canada,Male,10000,Employed full-time
Canada,Male,90000,Employed full-time
Canada,Male,50000,Freelance / Contractor
Canada,Male,90000,Employed full-time
Canada,Male,50000,Employed full-time
Canada,Male,70000,Employed full-time
Canada,Male,70000,Employed full-time
Canada,Male,Rather not say,Employed full-time
Canada,Male,90000,Employed full-time
Canada,Male,90000,Employed full-time
Canada,Male,30000,Employed full-time
Canada,Male,,Employed full-time
Canada,Male,,Employed full-time
Canada,Male,50000,Employed full-time
Canada,Male,70000,Employed full-time
Chile,Male,10000,Employed full-time
Chile,Male,10000,Employed full-time
Chile,Male,30000,Employed full-time
Chile,Male,10000,Employed full-time
China,Male,150000,Employed full-time
China,Male,10000,Employed full-time
China,Male,30000,Employed full-time
China,Male,50000,Employed full-time
China,,50000,Employed full-time
Colombia,Male,10000,Employed full-time
Colombia,Male,50000,Freelance / Contractor
Colombia,Male,30000,Employed full-time
Colombia,Male,10000,Employed full-time
Colombia,Male,30000,Employed full-time
Costa Rica,Male,30000,Employed full-time
Croatia,Male,30000,Freelance / Contractor
Croatia,Male,10000,Employed full-time
Croatia,Male,70000,Employed full-time
Croatia,Male,50000,Employed full-time
Cuba,Male,10000,Employed full-time
Cyprus,Male,30000,Employed full-time
Czech Republic,Male,30000,Employed full-time
Czech Republic,Male,,Freelance / Contractor
Czech Republic,Male,30000,Employed full-time
Czech Republic,Male,Rather not say,Employed full-time
Czech Republic,Male,10000,Employed part-time
Czech Republic,Male,10000,Employed full-time
Czech Republic,Male,30000,Freelance / Contractor
Czech Republic,Male,50000,Employed full-time
Czech Republic,Male,,Employed full-time
Czech Republic,Male,30000,Employed full-time
Czech Republic,Male,,Employed full-time
Czech Republic,Male,30000,Employed part-time
Czech Republic,Male,10000,Employed full-time
Denmark,Male,170000,Employed full-time
Denmark,Male,70000,Employed full-time
Denmark,Male,70000,Employed full-time
Denmark,Male,110000,Employed full-time
Denmark,Male,70000,Employed part-time
Denmark,Male,70000,Employed full-time
Denmark,Male,50000,Employed full-time
Denmark,Male,50000,Employed full-time
Denmark,Male,90000,Employed full-time
Denmark,Male,70000,Employed full-time
Denmark,Male,70000,Freelance / Contractor
Egypt,Male,Unemployed,Freelance / Contractor
Egypt,Prefer not to disclose,10000,Employed full-time
Egypt,Male,30000,Employed full-time
Estonia,Male,10000,Employed full-time
Estonia,Prefer not to disclose,,Employed full-time
Estonia,Male,10000,Employed full-time
Ethiopia,Male,,Employed full-time
Ethiopia,Male,10000,Employed full-time
Finland,Male,70000,Employed full-time
Finland,Male,70000,Employed full-time
Finland,Male,70000,Employed full-time
Finland,Male,50000,Employed full-time
Finland,Male,30000,Employed full-time
Finland,Male,70000,Employed full-time
Finland,Male,50000,Employed full-time
Finland,Male,50000,Employed full-time
Finland,Male,50000,Employed full-time
Finland,Male,30000,Employed full-time
Finland,Male,70000,
Finland,Male,30000,Employed full-time
Finland,Male,70000,Employed part-time
France,Male,30000,Employed full-time
France,Male,Rather not say,Employed full-time
France,Male,50000,Employed full-time
France,Female,50000,Employed full-time
France,Male,50000,Employed full-time
France,Male,50000,Employed full-time
France,Male,50000,Employed full-time
France,Male,30000,Employed full-time
France,Male,30000,Employed full-time
France,Male,50000,Employed full-time
France,Male,50000,Employed full-time
France,Male,50000,Freelance / Contractor
France,Male,50000,Employed full-time
France,Male,30000,Employed full-time
France,Male,Rather not say,Employed full-time
France,Male,30000,Employed full-time
France,Male,50000,Employed full-time
France,Male,70000,Employed full-time
France,Male,50000,Employed full-time
France,Male,30000,Employed full-time
France,Male,50000,Employed full-time
France,Male,130000,Employed full-time
France,Male,70000,Employed full-time
France,Male,50000,Employed full-time
France,Male,,Employed full-time
France,Male,90000,Employed full-time
France,Male,,Freelance / Contractor
France,Male,30000,Employed full-time
France,Male,30000,Employed full-time
France,Male,50000,Employed full-time
France,Male,50000,Employed full-time
France,Male,30000,Employed full-time
France,Male,70000,Freelance / Contractor
France,Male,50000,Employed full-time
France,Male,30000,Employed full-time
Georgia,Male,10000,Employed full-time
Germany,Male,Rather not say,Employed full-time
Germany,Male,,Employed full-time
Germany,Male,70000,Employed full-time
Germany,Male,,Employed part-time
Germany,Male,,Employed full-time
Germany,Male,50000,Employed full-time
Germany,Male,70000,Employed full-time
Germany,Female,30000,Employed full-time
Germany,Male,30000,Employed full-time
Germany,Male,Rather not say,Employed full-time
Germany,Male,50000,Employed full-time
Germany,Male,50000,Employed full-time
Germany,Male,50000,Employed full-time
Germany,Male,,Employed full-time
Germany,Male,50000,Employed full-time
Germany,Male,,Employed full-time
Germany,Male,50000,Employed full-time
Germany,Male,70000,Employed part-time
Germany,Male,30000,Employed full-time
Germany,Male,70000,Employed full-time
Germany,Male,10000,Employed full-time
Germany,Male,50000,Employed full-time
Germany,Male,,Employed full-time
Germany,Male,50000,Employed part-time
Germany,Male,Rather not say,Employed part-time
Germany,Male,Rather not say,Employed full-time
Germany,Male,Rather not say,Employed full-time
Germany,Male,Rather not say,Freelance / Contractor
Germany,Male,70000,Employed full-time
Germany,Prefer not to disclose,,Employed full-time
Germany,Male,50000,Employed full-time
Germany,Male,70000,Employed full-time
Germany,Male,70000,Employed full-time
Germany,Male,70000,Employed full-time
Germany,Male,30000,Employed full-time
Germany,Male,Rather not say,Employed full-time
Germany,Male,70000,Employed full-time
Germany,Male,30000,Employed full-time
Germany,Male,50000,Employed full-time
Germany,Male,30000,Employed full-time
Germany,Male,50000,Employed full-time
Germany,Male,50000,Employed full-time
Germany,Male,50000,Employed full-time
Germany,Male,,Employed full-time
Germany,Male,30000,Freelance / Contractor
Germany,Male,50000,Employed part-time
Germany,Male,90000,Employed full-time
Germany,Male,Rather not say,Employed full-time
Germany,Male,50000,Employed full-time
Germany,Male,,Employed part-time
